'dear rescuer thank fast respond appreciate much help guy have family thank',flood
'need help w day old baby unit pine cluster',flood
'good morning please god bless',flood
'put who need rescue here',flood
'video  flood kill over people',flood
'up planner purchase donate disaster survivor',flood
'update emergency',flood
'manila need help help hospital evacuee due flood',flood
'let pray who lose home now live cold starve',flood
'family need food clean water flood chest deep inside house send',flood
'please use social medium want like boy who cry wolf',flood
'knee high flood',flood
'trinity university asia high school campus sr open evacuee donation please',flood
'help baby villa olympia domingo',flood
'manila flood displace ten thousand',flood
'doctor do have generator help lot baby there thank',flood
'aerial view manila flood aug please help',flood
'manila accept flood victim bpi',flood
'can somebody call team priority hospital generator down need help',flood
'people house please send help',flood
'need help',flood
'please help strand ang ng teacher village stay top roof',flood
'hospital run out food generator die',flood
'rescue family trap costa home child',flood
'pray  may god see help affect flood',flood
'volt in share blessing tho need esp th time amp pray',flood
'can still help affect flood drop off donation kind store open metro manila',flood
'people need help may text please',flood
'please country say flood news',flood
'help w old baby lot thank',flood
'high tide aug m m',flood
'update pm need can good tissue biscuit thank',flood
'flood end up bang up manila consider run charity shirt drive game',flood
'stay safe guy',flood
'moment love have great heart filipino total package modern woman',flood
'who need rescue put white blanket roof house or out window so rescuer can see',flood
'need help keep spread word',flood
'friend need help na daw sa floor please',flood
'ka',flood
'help victim donate red text red or globe text red or',flood
'near hospital need help floor flood patient amp staff have no food',flood
'report paradise no re',flood
'please nasa baby city',flood
'folks please tweet call rescue who agree field',flood
'water need',flood
'people include baby maria manila please',flood
'it be rain nonstop tuesday report flood bad so worry people metro manila',flood
'please send over food water blanket trinity university asia high school e thank',flood
'hospital generator die doctor patient need help',flood
'family senior trap home please help add',flood
'snow africa drought america flood manila century eruption',flood
'hi need help',flood
'memorial high school now open evacuation who affect flood ana manila',flood
'heart go out family who deal flood manila right now',flood
'or stay put sa',flood
'report need rescue lot flood amp no electricity santos',flood
'help coordinate relief effort  flood',flood
'afternoon still rain',flood
'need more volunteer noodle can good',flood
'man man here go',flood
'mayor say report call rescue area',flood
'individual month old baby need',flood
'notice dam office please alert take necessary precaution',flood
'people include baby maria manila',flood
'share map relief donation center ph',flood
'family saint catherine street village family include elderly',flood
'please rescuer please cambridge village dad amp helper',flood
'something make who want donate good can donate kind red cross',flood
'pal passenger manila who take flight due flood may',flood
'family senior trap home help add',flood
'tc news damage cause yesterday flood metro manila neighbor province chi',flood
'catalyst use donation please check out',flood
'yr stick rooftop last night west riverside kentucky',flood
'manila resident clean up flood',flood
'engineer student miss please contact thank',flood
'near still light vehicle flood water deep',flood
'hs still need food container use food pack anything',flood
'case need here main site',flood
'survive manila flood',flood
'rain affect close million region read',flood
'show go sky clear over prayer go out family affect flood god will well see',flood
'ang team ang ng',flood
'welcome outside donor volunteer help out locate pearl drive',flood
'hospital generator die help need down there',flood
'volunteer there much do send donation',flood
'ang luna na ng ng program reform prevent disaster',flood
